game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488900,258,Virginia Cavaliers,UVA,Virginia,Cavaliers,232d4b,home,68,False
401488900,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,77,True
