game_id,name,display_name,position,position_id,order
401480245,Toni Patillo,Toni Patillo,Referee,40,1
401480245,Teresa Stuck,Teresa Stuck,Referee,40,2
401480245,Ashlee Goode,Ashlee Goode,Referee,40,3
