game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480245,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,83,True
401480245,56,Stetson Hatters,STET,Stetson,Hatters,0a5640,away,48,False
