game_id,play_id,sequence_number,period,period_display,clock,clock_seconds,team_id,team_name,play_type,play_type_id,text,score_home,score_away,scoring_play,score_value,shooting_play,coordinate_x,coordinate_y,wallclock,player_1_id,player_1_name,player_1_role,player_2_id,player_2_name,player_2_role
401480245,401480245101904701,101904701,1,1st Quarter,9:52,592,52,,JumpShot,558,Sara Bejedi missed Three Point Jumper.,0,0,False,3,True,,,2022-12-04T19:05:07Z,4595844,,,,,
401480245,401480245101905001,101905001,1,1st Quarter,9:49,589,56,,Defensive Rebound,587,Dejaan Schuler Defensive Rebound.,0,0,False,0,False,,,2022-12-04T19:05:07Z,5107500,,,,,
401480245,401480245101906101,101906101,1,1st Quarter,9:38,578,56,,JumpShot,558,Anabel Ellison missed Three Point Jumper.,0,0,False,3,True,,,2022-12-04T19:05:07Z,4704498,,,,,
401480245,401480245101906301,101906301,1,1st Quarter,9:36,576,52,,Defensive Rebound,587,Makayla Timpson Defensive Rebound.,0,0,False,0,False,,,2022-12-04T19:05:07Z,4433546,,,,,
401480245,401480245101907101,101907101,1,1st Quarter,9:28,568,52,,LayUpShot,572,Sara Bejedi made Layup.,2,0,True,2,True,,,2022-12-04T19:05:07Z,4595844,,,,,
401480245,401480245101908501,101908501,1,1st Quarter,9:14,554,56,,Lost Ball Turnover,598,Kiya Turner Turnover.,2,0,False,0,False,,,2022-12-04T19:05:07Z,4595013,,,,,
401480245,401480245101908502,101908502,1,1st Quarter,9:14,554,52,,Steal,607,Erin Howard Steal.,2,0,False,0,False,,,2022-12-04T19:05:07Z,4398609,,,,,
401480245,401480245101909301,101909301,1,1st Quarter,9:06,546,52,,LayUpShot,572,Makayla Timpson made Layup. Assisted by Ta'niya Latson.,4,0,True,2,True,,,2022-12-04T19:23:56Z,4433546,,,4609797,,
401480245,401480245101914401,101914401,1,1st Quarter,8:55,535,56,,Lost Ball Turnover,598,Dejaan Schuler Turnover.,4,0,False,0,False,,,2022-12-04T19:05:07Z,5107500,,,,,
401480245,401480245101914402,101914402,1,1st Quarter,8:55,535,52,,Steal,607,Makayla Timpson Steal.,4,0,False,0,False,,,2022-12-04T19:05:07Z,4433546,,,,,
401480245,401480245101915201,101915201,1,1st Quarter,8:47,527,52,,JumpShot,558,Sara Bejedi missed Three Point Jumper.,4,0,False,3,True,,,2022-12-04T19:05:07Z,4595844,,,,,
401480245,401480245101915601,101915601,1,1st Quarter,8:43,523,52,,Offensive Rebound,586,Makayla Timpson Offensive Rebound.,4,0,False,0,False,,,2022-12-04T19:05:07Z,4433546,,,,,
401480245,401480245101917101,101917101,1,1st Quarter,8:28,508,52,,LayUpShot,572,Ta'niya Latson missed Layup.,4,0,False,2,True,,,2022-12-04T19:05:07Z,4609797,,,,,
401480245,401480245101917501,101917501,1,1st Quarter,8:24,504,52,,Offensive Rebound,586,Makayla Timpson Offensive Rebound.,4,0,False,0,False,,,2022-12-04T19:05:07Z,4433546,,,,,
401480245,401480245101917502,101917502,1,1st Quarter,8:24,504,56,,PersonalFoul,519,Foul on Jaelyn Talley.,4,0,False,0,False,,,2022-12-04T19:05:07Z,5107501,,,,,
401480245,401480245101917503,101917503,1,1st Quarter,8:24,504,52,,MadeFreeThrow,540,Makayla Timpson made Free Throw.,5,0,True,1,True,,,2022-12-04T19:05:07Z,4433546,,,,,
