game_id,team_id,team_name,team_abbreviation,home_away,fieldGoalsMade-fieldGoalsAttempted,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPct,FG%,threePointFieldGoalsMade-threePointFieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,threePointFieldGoalPct,3P%,freeThrowsMade-freeThrowsAttempted,freeThrowsMade,freeThrowsAttempted,freeThrowPct,FT%,totalRebounds,REB,offensiveRebounds,OR,defensiveRebounds,DR,assists,AST,steals,STL,blocks,BLK,turnovers,TO,teamTurnovers,TTO,totalTurnovers,ToTO,technicalFouls,TECH,totalTechnicalFouls,turnoverPoints,PTS OFF TO,fastBreakPoints,FBPs,pointsInPaint,PIP,fouls,PF,largestLead,LL
401480245,56,Stetson Hatters,STET,away,16-58,16,58,27.6,27.6,6-23,6,23,26.1,26.1,10-12,10,12,83.3,83.3,32,32,12,12,20,20,9,9,8,8,1,1,22,22,0,0,22,22,0,0,0,10,10,6,6,20,20,20,20,0,0
401480245,52,Florida State Seminoles,FSU,home,29-63,29,63,46.0,46.0,6-25,6,25,24.0,24.0,19-24,19,24,79.2,79.2,41,41,11,11,30,30,18,18,14,14,8,8,14,14,0,0,14,14,0,0,0,24,24,19,19,38,38,16,16,38,38
