game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488905,221,Pittsburgh Panthers,PITT,4898568,Maliyah Johnson,Forward,21,True,False,24,0-6,0,6,0.0,0-4,0,4,0.0,0-0,0,0,0.0,0,2,2,0,1,0,1,1,0
401488905,221,Pittsburgh Panthers,PITT,4594393,Amber Brown,Forward,5,True,False,18,1-6,1,6,16.7,0-0,0,0,0.0,2-2,2,2,100.0,1,2,3,1,0,0,0,0,4
401488905,221,Pittsburgh Panthers,PITT,4596309,Liatu King,Forward,2,True,False,19,0-8,0,8,0.0,0-0,0,0,0.0,1-2,1,2,50.0,1,2,3,1,2,0,1,4,1
401488905,221,Pittsburgh Panthers,PITT,5107734,Avery Strickland,Guard,23,True,False,26,3-12,3,12,25.0,3-8,3,8,37.5,0-0,0,0,0.0,1,1,2,1,0,0,0,2,9
401488905,221,Pittsburgh Panthers,PITT,5107733,Marley Washenitz,Guard,11,True,False,17,0-4,0,4,0.0,0-3,0,3,0.0,0-0,0,0,0.0,0,3,3,0,1,1,5,2,0
401488905,221,Pittsburgh Panthers,PITT,4594395,Cynthia Ezeja,Forward,14,False,False,21,1-4,1,4,25.0,0-0,0,0,0.0,0-0,0,0,0.0,7,6,13,0,4,2,2,2,2
401488905,221,Pittsburgh Panthers,PITT,4600577,Taisha Exanor,Forward,3,False,False,7,1-4,1,4,25.0,0-1,0,1,0.0,2-2,2,2,100.0,0,1,1,0,1,0,0,1,4
401488905,221,Pittsburgh Panthers,PITT,4433757,Gabby Hutcherson,Guard,22,False,False,15,0-6,0,6,0.0,0-1,0,1,0.0,1-2,1,2,50.0,3,4,7,0,0,0,2,2,1
401488905,221,Pittsburgh Panthers,PITT,4703736,Sandrine Clesca,Guard,0,False,False,3,0-0,0,0,0.0,0-0,0,0,0.0,0-0,0,0,0.0,0,2,2,0,0,0,0,0,0
401488905,221,Pittsburgh Panthers,PITT,4683267,Aislin Malcolm,Guard,12,False,False,8,1-5,1,5,20.0,1-2,1,2,50.0,0-0,0,0,0.0,1,0,1,2,0,0,1,0,3
401488905,221,Pittsburgh Panthers,PITT,4595149,Destiny Strother,Guard,13,False,False,5,0-3,0,3,0.0,0-3,0,3,0.0,0-0,0,0,0.0,0,0,0,0,0,0,0,0,0
401488905,221,Pittsburgh Panthers,PITT,4433695,Dayshanette Harris,Guard,1,False,False,17,3-10,3,10,30.0,0-0,0,0,0.0,3-5,3,5,60.0,1,0,1,0,0,1,2,2,9
401488905,221,Pittsburgh Panthers,PITT,4433346,Emy Hayford,Guard,4,False,False,12,0-4,0,4,0.0,0-2,0,2,0.0,0-0,0,0,0.0,0,1,1,2,1,0,2,2,0
401488905,221,Pittsburgh Panthers,PITT,4281247,Channise Lewis,Guard,10,False,False,8,2-4,2,4,50.0,0-2,0,2,0.0,0-0,0,0,0.0,0,0,0,0,0,0,1,0,4
401488905,52,Florida State Seminoles,FSU,4433546,Makayla Timpson,Forward,21,True,False,27,3-3,3,3,100.0,0-0,0,0,0.0,1-2,1,2,50.0,2,6,8,2,1,6,4,2,7
401488905,52,Florida State Seminoles,FSU,4398609,Erin Howard,Forward,23,True,False,21,2-6,2,6,33.3,1-4,1,4,25.0,0-0,0,0,0.0,2,6,8,2,1,1,1,1,5
401488905,52,Florida State Seminoles,FSU,4609797,Ta'Niya Latson,Guard,0,True,False,27,6-16,6,16,37.5,2-6,2,6,33.3,5-5,5,5,100.0,0,5,5,4,1,1,4,2,19
401488905,52,Florida State Seminoles,FSU,4595844,Sara Bejedi,Guard,4,True,False,23,6-11,6,11,54.5,3-7,3,7,42.9,4-4,4,4,100.0,0,5,5,4,1,0,2,0,19
401488905,52,Florida State Seminoles,FSU,4398765,Jazmine Massengill,Guard,1,True,False,15,0-2,0,2,0.0,0-1,0,1,0.0,1-2,1,2,50.0,0,1,1,2,0,0,1,0,1
401488905,52,Florida State Seminoles,FSU,4683035,Mariana Valenzuela,Forward,5,False,False,19,4-7,4,7,57.1,3-6,3,6,50.0,0-0,0,0,0.0,0,3,3,0,1,1,1,1,11
401488905,52,Florida State Seminoles,FSU,4398583,Valencia Myers,Forward,32,False,False,13,2-5,2,5,40.0,0-0,0,0,0.0,1-2,1,2,50.0,2,7,9,0,0,3,0,1,5
401488905,52,Florida State Seminoles,FSU,5106230,Brianna Turnage,Guard,2,False,False,13,1-2,1,2,50.0,1-2,1,2,50.0,0-0,0,0,0.0,1,4,5,1,0,0,0,0,3
401488905,52,Florida State Seminoles,FSU,4433520,O'Mariah Gordon,Guard,3,False,False,21,1-5,1,5,20.0,0-4,0,4,0.0,1-2,1,2,50.0,1,2,3,2,3,0,2,3,3
401488905,52,Florida State Seminoles,FSU,4400176,Taylor O'Brien,Guard,11,False,False,21,0-9,0,9,0.0,0-4,0,4,0.0,1-2,1,2,50.0,1,1,2,3,3,0,0,2,1
