game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480237,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,113,True
401480237,2065,Bethune-Cookman Wildcats,BCU,Bethune-Cookman,Wildcats,7b1831,away,50,False
