game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488937,2390,Miami Hurricanes,MIA,Miami,Hurricanes,005030,home,86,True
401488937,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,82,False
