game_id,team_id,team_name,team_abbreviation,home_away,fieldGoalsMade-fieldGoalsAttempted,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPct,FG%,threePointFieldGoalsMade-threePointFieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,threePointFieldGoalPct,3P%,freeThrowsMade-freeThrowsAttempted,freeThrowsMade,freeThrowsAttempted,freeThrowPct,FT%,totalRebounds,REB,offensiveRebounds,OR,defensiveRebounds,DR,assists,AST,steals,STL,blocks,BLK,turnovers,TO,teamTurnovers,TTO,totalTurnovers,ToTO,technicalFouls,TECH,totalTechnicalFouls,turnoverPoints,PTS OFF TO,fastBreakPoints,FBPs,pointsInPaint,PIP,fouls,PF,largestLead,LL
401488937,52,Florida State Seminoles,FSU,away,31-64,31,64,48.4,48.4,10-25,10,25,40.0,40.0,10-20,10,20,50.0,50.0,28,28,6,6,22,22,17,17,6,6,4,4,7,7,0,0,7,7,1,1,1,10,10,6,6,32,32,19,19,13,13
401488937,2390,Miami Hurricanes,MIA,home,27-66,27,66,40.9,40.9,11-22,11,22,50.0,50.0,21-25,21,25,84.0,84.0,47,47,18,18,29,29,19,19,3,3,4,4,10,10,0,0,10,10,0,0,0,5,5,19,19,24,24,19,19,8,8
