game_id,play_id,sequence_number,period,period_display,clock,clock_seconds,team_id,team_name,play_type,play_type_id,text,score_home,score_away,scoring_play,score_value,shooting_play,coordinate_x,coordinate_y,wallclock,home_win_percentage,away_win_percentage,tie_percentage,player_1_id,player_1_name,player_1_role,player_2_id,player_2_name,player_2_role
401488974,401488974101904701,101904701,1,1st Quarter,9:52,592,52,,JumpShot,558,Erin Howard made Three Point Jumper. Assisted by Makayla Timpson.,0,3,True,3,True,,,,0.245,0.755,0.0,4398609,,,4433546,,
401488974,401488974101907301,101907301,1,1st Quarter,9:26,566,228,,JumpShot,558,Amari Robinson made Jumper. Assisted by Hannah Hank.,2,3,True,2,True,,,2023-02-26T19:03:10Z,0.279,0.721,0.0,4433682,,,4594381,,
401488974,401488974101908601,101908601,1,1st Quarter,9:13,553,52,,LayUpShot,572,Ta'Niya Latson missed Layup.,2,3,False,2,True,,,2023-02-26T19:03:18Z,0.291,0.7090000000000001,0.0,4609797,,,,,
401488974,401488974101909001,101909001,1,1st Quarter,9:09,549,52,,Offensive Rebound,586,Makayla Timpson Offensive Rebound.,2,3,False,0,False,,,2023-02-26T19:03:21Z,0.28,0.72,0.0,4433546,,,,,
401488974,401488974101909002,101909002,1,1st Quarter,9:09,549,52,,Lost Ball Turnover,598,Makayla Timpson Turnover.,2,3,False,0,False,,,2023-02-26T19:03:21Z,0.296,0.704,0.0,4433546,,,,,
401488974,401488974101909003,101909003,1,1st Quarter,9:09,549,228,,Steal,607,Hannah Hank Steal.,2,3,False,0,False,,,2023-02-26T19:03:21Z,0.296,0.704,0.0,4594381,,,,,
401488974,401488974101909501,101909501,1,1st Quarter,9:04,544,228,,JumpShot,558,Brie Perpignan missed Three Point Jumper.,2,3,False,3,True,,,2023-02-26T19:03:28Z,0.284,0.716,0.0,4399846,,,,,
401488974,401488974101909801,101909801,1,1st Quarter,9:01,541,52,,Defensive Rebound,587,Sara Bejedi Defensive Rebound.,2,3,False,0,False,,,2023-02-26T19:03:31Z,0.28,0.72,0.0,4595844,,,,,
401488974,401488974101914201,101914201,1,1st Quarter,8:57,537,52,,JumpShot,558,Sara Bejedi missed Jumper.,2,3,False,2,True,,,2023-02-26T19:03:38Z,0.292,0.708,0.0,4595844,,,,,
401488974,401488974101914501,101914501,1,1st Quarter,8:54,534,228,,Defensive Rebound,587,Daisha Bradford Defensive Rebound.,2,3,False,0,False,,,2023-02-26T19:03:38Z,0.296,0.704,0.0,4898552,,,,,
401488974,401488974101915001,101915001,1,1st Quarter,8:49,529,228,,LayUpShot,572,Daisha Bradford missed Layup.,2,3,False,2,True,,,2023-02-26T19:03:45Z,0.285,0.7150000000000001,0.0,4898552,,,,,
401488974,401488974101915301,101915301,1,1st Quarter,8:46,526,52,,Defensive Rebound,587,Ta'Niya Latson Defensive Rebound.,2,3,False,0,False,,,2023-02-26T19:03:45Z,0.281,0.719,0.0,4609797,,,,,
401488974,401488974101916401,101916401,1,1st Quarter,8:35,515,52,,JumpShot,558,Ta'Niya Latson missed Jumper.,2,3,False,2,True,,,2023-02-26T19:04:00Z,0.294,0.706,0.0,4609797,,,,,
401488974,401488974101916701,101916701,1,1st Quarter,8:32,512,52,,Offensive Rebound,586,Florida State Offensive Rebound.,2,3,False,0,False,,,2023-02-26T19:04:00Z,0.282,0.718,0.0,,,,,,
401488974,401488974101916901,101916901,1,1st Quarter,8:30,510,52,,JumpShot,558,Makayla Timpson missed Jumper.,2,3,False,2,True,,,2023-02-26T19:04:20Z,0.294,0.706,0.0,4433546,,,,,
401488974,401488974101917201,101917201,1,1st Quarter,8:27,507,228,,Defensive Rebound,587,Hannah Hank Defensive Rebound.,2,3,False,0,False,,,2023-02-26T19:04:20Z,0.298,0.702,0.0,4594381,,,,,
