game_id,name,display_name,position,position_id,order
401488974,Ed Sidlasky,Ed Sidlasky,Referee,40,1
401488974,Tiara Cruse,Tiara Cruse,Referee,40,2
401488974,Nicholas Cappel,Nicholas Cappel,Referee,40,3
