game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488974,228,Clemson Tigers,CLEM,Clemson,Tigers,f56600,home,74,True
401488974,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,61,False
