game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480238,2309,Kent State Golden Flashes,KENT,Kent State,Golden Flashes,003976,home,71,False
401480238,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,80,True
