game_id,name,display_name,position,position_id,order
401527966,Dee Kantner,Dee Kantner,Referee,40,1
401527966,Mark Berger,Mark Berger,Referee,40,2
401527966,Kenneth Nash,Kenneth Nash,Referee,40,3
