game_id,team_id,team_name,team_abbreviation,home_away,fieldGoalsMade-fieldGoalsAttempted,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPct,FG%,threePointFieldGoalsMade-threePointFieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,threePointFieldGoalPct,3P%,freeThrowsMade-freeThrowsAttempted,freeThrowsMade,freeThrowsAttempted,freeThrowPct,FT%,totalRebounds,REB,offensiveRebounds,OR,defensiveRebounds,DR,assists,AST,steals,STL,blocks,BLK,turnovers,TO,teamTurnovers,TTO,totalTurnovers,ToTO,technicalFouls,TECH,totalTechnicalFouls,turnoverPoints,PTS OFF TO,fastBreakPoints,FBPs,pointsInPaint,PIP,fouls,PF,largestLead,LL
401527966,61,Georgia Lady Bulldogs,UGA,away,23-58,23,58,39.7,39.7,5-12,5,12,41.7,41.7,15-19,15,19,78.9,78.9,48,48,10,10,38,38,15,15,10,10,4,4,17,17,1,1,17,17,0,0,0,16,16,6,6,20,20,14,14,17,17
401527966,52,Florida State Seminoles,FSU,home,18-67,18,67,26.9,26.9,8-29,8,29,27.6,27.6,10-13,10,13,76.9,76.9,38,38,11,11,27,27,10,10,8,8,6,6,14,14,0,0,14,14,0,0,0,15,15,6,6,16,16,19,19,7,7
