game_id,team_id,team_name,team_abbreviation,home_away,fieldGoalsMade-fieldGoalsAttempted,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPct,FG%,threePointFieldGoalsMade-threePointFieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,threePointFieldGoalPct,3P%,freeThrowsMade-freeThrowsAttempted,freeThrowsMade,freeThrowsAttempted,freeThrowPct,FT%,totalRebounds,REB,offensiveRebounds,OR,defensiveRebounds,DR,assists,AST,steals,STL,blocks,BLK,turnovers,TO,teamTurnovers,TTO,totalTurnovers,ToTO,technicalFouls,TECH,totalTechnicalFouls,turnoverPoints,PTS OFF TO,fastBreakPoints,FBPs,pointsInPaint,PIP,fouls,PF,largestLead,LL
401488915,52,Florida State Seminoles,FSU,away,16-59,16,59,27.1,27.1,5-25,5,25,20.0,20.0,10-14,10,14,71.4,71.4,37,37,12,12,25,25,10,10,6,6,6,6,15,15,2,2,15,15,0,0,0,7,7,8,8,20,20,18,18,10,10
401488915,87,Notre Dame Fighting Irish,ND,home,24-68,24,68,35.3,35.3,4-16,4,16,25.0,25.0,18-23,18,23,78.3,78.3,55,55,21,21,34,34,16,16,7,7,5,5,11,11,0,0,11,11,0,0,0,14,14,6,6,34,34,12,12,26,26
