game_id,date,venue_id,venue,venue_location,venue_city,venue_state,attendance,status,state,neutral_site,format,completed,broadcast,broadcast_market,conference
401488915,2023-01-27T01:00Z,282,Purcell Pavilion,"South Bend, IN",South Bend,IN,4956,Final,post,False,"{'regulation': {'periods': 4, 'displayName': 'Quarter', 'slug': 'quarter', 'clock': 600.0}, 'overtime': {'clock': 300.0}}",True,ACC Extra,Unknown,Atlantic Coast Conference
