game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488915,87,Notre Dame Fighting Irish,ND,Notre Dame,Fighting Irish,0c2340,home,70,True
401488915,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,47,False
