game_id,name,display_name,position,position_id,order
401488948,Joseph Vaszily,Joseph Vaszily,Referee,40,1
401488948,Tim Bryant,Tim Bryant,Referee,40,2
401488948,Katie Lukanich,Katie Lukanich,Referee,40,3
