game_id,team_id,team_name,team_abbreviation,home_away,PTS,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,REB,AST,STL,BLK,TO,TTO,ToTO,TECH,PTS OFF TO,FBPs,PIP,PF,LL,OREB,DREB
401488948,52,Florida State Seminoles,FSU,away,70,28-58,28,58,48.3,5-13,5,13,38.5,9-17,9,17,52.9,32,9,6,1,14,0,14,0,19,7,40,17,0,5,27
401488948,259,Virginia Tech Hokies,VT,home,84,29-57,29,57,50.9,14-32,14,32,43.8,12-14,12,14,85.7,28,18,6,3,12,0,12,0,16,5,24,20,26,2,26
