game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488948,259,Virginia Tech Hokies,VT,Virginia Tech,Hokies,630031,home,84,True
401488948,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,70,False
