game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480065,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,92,True
401480065,57,Florida Gators,FLA,Florida,Gators,0021a5,away,77,False
