game_id,play_id,sequence_number,period,period_display,clock,clock_seconds,team_id,team_name,play_type,play_type_id,text,score_home,score_away,scoring_play,score_value,shooting_play,coordinate_x,coordinate_y,wallclock,player_1_id,player_1_name,player_1_role,player_2_id,player_2_name,player_2_role
401480065,401480065101904501,101904501,1,1st Quarter,9:54,594,52,,LayUpShot,572,Ta'niya Latson made Layup.,2,0,True,2,True,,,2022-11-16T23:02:51Z,4609797,,,,,
401480065,401480065101904502,101904502,1,1st Quarter,9:54,594,57,,PersonalFoul,519,Foul on Ra Shaya Kyle.,2,0,False,0,False,,,2022-11-16T23:02:51Z,4703766,,,,,
401480065,401480065101904503,101904503,1,1st Quarter,9:54,594,52,,MadeFreeThrow,540,Ta'niya Latson made Free Throw.,3,0,True,1,True,,,2022-11-16T23:02:51Z,4609797,,,,,
401480065,401480065101905401,101905401,1,1st Quarter,9:45,585,57,,Lost Ball Turnover,598,Jordyn Merritt Turnover.,3,0,False,0,False,,,2022-11-16T23:03:27Z,4433421,,,,,
401480065,401480065101907301,101907301,1,1st Quarter,9:26,566,52,,Lost Ball Turnover,598,Sara Bejedi Turnover.,3,0,False,0,False,,,2022-11-16T23:03:55Z,4595844,,,,,
401480065,401480065101907302,101907302,1,1st Quarter,9:26,566,57,,Steal,607,Alberte Rimdal Steal.,3,0,False,0,False,,,2022-11-16T23:03:55Z,4898610,,,,,
401480065,401480065101907304,101907304,1,1st Quarter,9:26,566,52,,PersonalFoul,519,Foul on Sara Bejedi.,3,0,False,0,False,,,2022-11-16T23:03:55Z,4595844,,,,,
401480065,401480065101908501,101908501,1,1st Quarter,9:14,554,57,,JumpShot,558,Nina Rickards missed Jumper.,3,0,False,2,True,,,2022-11-16T23:04:21Z,4595152,,,,,
401480065,401480065101908801,101908801,1,1st Quarter,9:11,551,52,,Defensive Rebound,587,Makayla Timpson Defensive Rebound.,3,0,False,0,False,,,2022-11-16T23:04:23Z,4433546,,,,,
401480065,401480065101909401,101909401,1,1st Quarter,9:05,545,52,,JumpShot,558,Makayla Timpson missed Jumper.,3,0,False,2,True,,,2022-11-16T23:04:29Z,4433546,,,,,
401480065,401480065101909701,101909701,1,1st Quarter,9:02,542,57,,Defensive Rebound,587,Jordyn Merritt Defensive Rebound.,3,0,False,0,False,,,2022-11-16T23:04:32Z,4433421,,,,,
401480065,401480065101914101,101914101,1,1st Quarter,8:58,538,57,,LayUpShot,572,Alberte Rimdal missed Layup.,3,0,False,2,True,,,2022-11-16T23:04:38Z,4898610,,,,,
401480065,401480065101914301,101914301,1,1st Quarter,8:56,536,52,,Defensive Rebound,587,Erin Howard Defensive Rebound.,3,0,False,0,False,,,2022-11-16T23:04:38Z,4398609,,,,,
401480065,401480065101914302,101914302,1,1st Quarter,8:56,536,57,,PersonalFoul,519,Foul on Jordyn Merritt.,3,0,False,0,False,,,2022-11-16T23:04:38Z,4433421,,,,,
401480065,401480065101916301,101916301,1,1st Quarter,8:36,516,52,,JumpShot,558,Sara Bejedi missed Jumper.,3,0,False,2,True,,,2022-11-16T23:05:15Z,4595844,,,,,
401480065,401480065101916701,101916701,1,1st Quarter,8:32,512,52,,Offensive Rebound,586,Makayla Timpson Offensive Rebound.,3,0,False,0,False,,,2022-11-16T23:05:19Z,4433546,,,,,
401480065,401480065101916801,101916801,1,1st Quarter,8:31,511,52,,JumpShot,558,Erin Howard missed Three Point Jumper.,3,0,False,3,True,,,2022-11-16T23:05:19Z,4398609,,,,,
401480065,401480065101917001,101917001,1,1st Quarter,8:29,509,57,,Defensive Rebound,587,Florida Defensive Rebound.,3,0,False,0,False,,,2022-11-16T23:05:20Z,,,,,,
401480065,401480065101917601,101917601,1,1st Quarter,8:23,503,57,,JumpShot,558,Jordyn Merritt made Three Point Jumper. Assisted by Alberte Rimdal.,3,3,True,3,True,,,2022-11-16T23:05:55Z,4433421,,,4898610,,
401480065,401480065101919401,101919401,1,1st Quarter,8:05,485,52,,LayUpShot,572,Jazmine Massengill made Layup.,5,3,True,2,True,,,2022-11-16T23:06:00Z,4398765,,,,,
401480065,401480065101925201,101925201,1,1st Quarter,7:47,467,57,,JumpShot,558,Faith Dut missed Jumper.,5,3,False,2,True,,,2022-11-16T23:06:20Z,4433702,,,,,
401480065,401480065101925301,101925301,1,1st Quarter,7:46,466,52,,Defensive Rebound,587,Florida State Defensive Rebound.,5,3,False,0,False,,,2022-11-16T23:06:20Z,,,,,,
401480065,401480065101926501,101926501,1,1st Quarter,7:34,454,57,,PersonalFoul,519,Foul on Tatyana Wyche.,5,3,False,0,False,,,2022-11-16T23:06:49Z,4682739,,,,,
401480065,401480065101926502,101926502,1,1st Quarter,7:34,454,52,,MadeFreeThrow,540,Makayla Timpson missed Free Throw.,5,3,False,1,True,,,2022-11-16T23:06:49Z,4433546,,,,,
401480065,401480065101926503,101926503,1,1st Quarter,7:34,454,52,,Dead Ball Rebound,449,Florida State Deadball Team Rebound.,5,3,False,0,False,,,2022-11-16T23:06:49Z,,,,,,
401480065,401480065101926504,101926504,1,1st Quarter,7:34,454,52,,MadeFreeThrow,540,Makayla Timpson made Free Throw.,6,3,True,1,True,,,2022-11-16T23:06:49Z,4433546,,,,,
401480065,401480065101927501,101927501,1,1st Quarter,7:24,444,57,,Lost Ball Turnover,598,KK Deans Turnover.,6,3,False,0,False,,,2022-11-16T23:07:43Z,4433316,,,,,
401480065,401480065101927502,101927502,1,1st Quarter,7:24,444,52,,Steal,607,Ta'niya Latson Steal.,6,3,False,0,False,,,2022-11-16T23:07:43Z,4609797,,,,,
401480065,401480065101927801,101927801,1,1st Quarter,7:21,441,52,,LayUpShot,572,Sara Bejedi made Layup. Assisted by Ta'niya Latson.,8,3,True,2,True,,,2022-11-16T23:07:46Z,4595844,,,4609797,,
401480065,401480065101929501,101929501,1,1st Quarter,7:04,424,57,,Lost Ball Turnover,598,Jordyn Merritt Turnover.,8,3,False,0,False,,,2022-11-16T23:08:08Z,4433421,,,,,
401480065,401480065101934701,101934701,1,1st Quarter,6:52,412,52,,LayUpShot,572,Ta'niya Latson made Layup.,10,3,True,2,True,,,2022-11-16T23:08:34Z,4609797,,,,,
401480065,401480065101936101,101936101,1,1st Quarter,6:38,398,57,,JumpShot,558,KK Deans missed Three Point Jumper.,10,3,False,3,True,,,2022-11-16T23:08:48Z,4433316,,,,,
401480065,401480065101936301,101936301,1,1st Quarter,6:36,396,57,,Offensive Rebound,586,Florida Offensive Rebound.,10,3,False,0,False,,,2022-11-16T23:08:51Z,,,,,,
401480065,401480065101936701,101936701,1,1st Quarter,6:32,392,57,,PersonalFoul,519,Foul on Tatyana Wyche.,10,3,False,0,False,,,2022-11-16T23:09:21Z,4682739,,,,,
401480065,401480065101936702,101936702,1,1st Quarter,6:32,392,57,,Lost Ball Turnover,598,Tatyana Wyche Turnover.,10,3,False,0,False,,,2022-11-16T23:09:21Z,4682739,,,,,
401480065,401480065101937301,101937301,1,1st Quarter,6:26,386,52,,Lost Ball Turnover,598,Jazmine Massengill Turnover.,10,3,False,0,False,,,2022-11-16T23:09:47Z,4398765,,,,,
401480065,401480065101938601,101938601,1,1st Quarter,6:13,373,57,,JumpShot,558,Nina Rickards missed Three Point Jumper.,10,3,False,3,True,,,2022-11-16T23:10:14Z,4595152,,,,,
401480065,401480065101938602,101938602,1,1st Quarter,6:13,373,52,,Block Shot,618,Jazmine Massengill Block.,10,3,False,0,False,,,2022-11-16T23:10:14Z,4398765,,,,,
401480065,401480065101938901,101938901,1,1st Quarter,6:10,370,52,,Defensive Rebound,587,Erin Howard Defensive Rebound.,10,3,False,0,False,,,2022-11-16T23:10:14Z,4398609,,,,,
401480065,401480065101939501,101939501,1,1st Quarter,6:04,364,52,,JumpShot,558,Erin Howard missed Three Point Jumper.,10,3,False,3,True,,,2022-11-16T23:10:25Z,4398609,,,,,
401480065,401480065101944001,101944001,1,1st Quarter,5:59,359,57,,Defensive Rebound,587,KK Deans Defensive Rebound.,10,3,False,0,False,,,2022-11-16T23:10:30Z,4433316,,,,,
401480065,401480065101944601,101944601,1,1st Quarter,5:53,353,57,,JumpShot,558,Leilani Correa missed Three Point Jumper.,10,3,False,3,True,,,2022-11-16T23:10:36Z,4595156,,,,,
401480065,401480065101945201,101945201,1,1st Quarter,5:47,347,57,,Offensive Rebound,586,Jordyn Merritt Offensive Rebound.,10,3,False,0,False,,,2022-11-16T23:10:39Z,4433421,,,,,
401480065,401480065101945202,101945202,1,1st Quarter,5:47,347,57,,LayUpShot,572,Jordyn Merritt missed Layup.,10,3,False,2,True,,,2022-11-16T23:10:39Z,4433421,,,,,
401480065,401480065101945301,101945301,1,1st Quarter,5:46,346,57,,Offensive Rebound,586,Nina Rickards Offensive Rebound.,10,3,False,0,False,,,2022-11-16T23:10:41Z,4595152,,,,,
401480065,401480065101945401,101945401,1,1st Quarter,5:45,345,57,,Lost Ball Turnover,598,KK Deans Turnover.,10,3,False,0,False,,,2022-11-16T23:10:44Z,4433316,,,,,
401480065,401480065101945501,101945501,1,1st Quarter,5:44,344,52,,Lost Ball Turnover,598,Makayla Timpson Turnover.,10,3,False,0,False,,,2022-11-16T23:10:57Z,4433546,,,,,
401480065,401480065101946601,101946601,1,1st Quarter,5:33,333,57,,JumpShot,558,Nina Rickards missed Jumper.,10,3,False,2,True,,,2022-11-16T23:11:35Z,4595152,,,,,
401480065,401480065101946901,101946901,1,1st Quarter,5:30,330,52,,Defensive Rebound,587,Makayla Timpson Defensive Rebound.,10,3,False,0,False,,,2022-11-16T23:11:35Z,4433546,,,,,
401480065,401480065101946902,101946902,1,1st Quarter,5:30,330,52,,JumpShot,558,O'Mariah Gordon made Jumper.,12,3,True,2,True,,,2022-11-16T23:11:35Z,4433520,,,,,
401480065,401480065101946903,101946903,1,1st Quarter,5:30,330,57,,PersonalFoul,519,Foul on Jordyn Merritt.,12,3,False,0,False,,,2022-11-16T23:11:35Z,4433421,,,,,
401480065,401480065101946904,101946904,1,1st Quarter,5:30,330,52,,MadeFreeThrow,540,O'Mariah Gordon made Free Throw.,13,3,True,1,True,,,2022-11-16T23:11:35Z,4433520,,,,,
401480065,401480065101947801,101947801,1,1st Quarter,5:21,321,57,,Lost Ball Turnover,598,Leilani Correa Turnover.,13,3,False,0,False,,,2022-11-16T23:12:26Z,4595156,,,,,
401480065,401480065101948801,101948801,1,1st Quarter,5:11,311,52,,JumpShot,558,Erin Howard missed Three Point Jumper.,13,3,False,3,True,,,2022-11-16T23:12:48Z,4398609,,,,,
401480065,401480065101949001,101949001,1,1st Quarter,5:09,309,57,,Defensive Rebound,587,Nina Rickards Defensive Rebound.,13,3,False,0,False,,,2022-11-16T23:12:49Z,4595152,,,,,
401480065,401480065101954001,101954001,1,1st Quarter,4:59,299,57,,JumpShot,558,Leilani Correa missed Three Point Jumper.,13,3,False,3,True,,,2022-11-16T23:13:00Z,4595156,,,,,
401480065,401480065101954201,101954201,1,1st Quarter,4:57,297,52,,Defensive Rebound,587,Jazmine Massengill Defensive Rebound.,13,3,False,0,False,,,2022-11-16T23:13:01Z,4398765,,,,,
401480065,401480065101956301,101956301,1,1st Quarter,4:36,276,52,,JumpShot,558,Sara Bejedi missed Jumper.,13,3,False,2,True,,,2022-11-16T23:13:22Z,4595844,,,,,
401480065,401480065101956401,101956401,1,1st Quarter,4:35,275,57,,Defensive Rebound,587,Faith Dut Defensive Rebound.,13,3,False,0,False,,,2022-11-16T23:13:23Z,4433702,,,,,
401480065,401480065101956601,101956601,1,1st Quarter,4:33,273,57,,LayUpShot,572,Leilani Correa made Layup. Assisted by KK Deans.,13,5,True,2,True,,,2022-11-16T23:13:26Z,4595156,,,4433316,,
401480065,401480065101959201,101959201,1,1st Quarter,4:07,247,52,,LayUpShot,572,O'Mariah Gordon missed Layup.,13,5,False,2,True,,,2022-11-16T23:13:51Z,4433520,,,,,
401480065,401480065101959501,101959501,1,1st Quarter,4:04,244,52,,Offensive Rebound,586,Makayla Timpson Offensive Rebound.,13,5,False,0,False,,,2022-11-16T23:13:54Z,4433546,,,,,
401480065,401480065101959502,101959502,1,1st Quarter,4:04,244,52,,JumpShot,558,Makayla Timpson made Jumper.,15,5,True,2,True,,,2022-11-16T23:13:54Z,4433546,,,,,
