game_id,name,display_name,position,position_id,order
401480240,Maj Forsberg,Maj Forsberg,Referee,40,1
401480240,Rod Creech,Rod Creech,Referee,40,2
401480240,Katie Lukanich,Katie Lukanich,Referee,40,3
