game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480240,248,Houston Cougars,HOU,Houston,Cougars,c92a39,home,73,False
401480240,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,79,True
