game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488867,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,93,True
401488867,228,Clemson Tigers,CLEM,Clemson,Tigers,f56600,away,62,False
