game_id,name,display_name,position,position_id,order
401488867,Dee Kantner,Dee Kantner,Referee,40,1
401488867,John Capolino,John Capolino,Referee,40,2
401488867,Krystle Apellaniz,Krystle Apellaniz,Referee,40,3
