game_id,team_id,team_name,team_abbreviation,home_away,fieldGoalsMade-fieldGoalsAttempted,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPct,FG%,threePointFieldGoalsMade-threePointFieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,threePointFieldGoalPct,3P%,freeThrowsMade-freeThrowsAttempted,freeThrowsMade,freeThrowsAttempted,freeThrowPct,FT%,totalRebounds,REB,offensiveRebounds,OR,defensiveRebounds,DR,assists,AST,steals,STL,blocks,BLK,turnovers,TO,teamTurnovers,TTO,totalTurnovers,ToTO,technicalFouls,TECH,totalTechnicalFouls,turnoverPoints,PTS OFF TO,fastBreakPoints,FBPs,pointsInPaint,PIP,fouls,PF,largestLead,LL
401488859,52,Florida State Seminoles,FSU,away,26-72,26,72,36.1,36.1,8-24,8,24,33.3,33.3,18-24,18,24,75.0,75.0,51,51,20,20,31,31,15,15,8,8,7,7,13,13,2,2,13,13,2,2,2,9,9,7,7,28,28,22,22,8,8
401488859,153,North Carolina Tar Heels,UNC,home,27-72,27,72,37.5,37.5,4-23,4,23,17.4,17.4,13-17,13,17,76.5,76.5,41,41,16,16,25,25,16,16,5,5,5,5,12,12,1,1,12,12,0,0,0,3,3,7,7,32,32,24,24,9,9
