game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488859,153,North Carolina Tar Heels,UNC,North Carolina,Tar Heels,7bafd4,home,71,False
401488859,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,78,True
