game_id,team_id,team_name,team_abbreviation,home_away,PTS,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,REB,AST,STL,BLK,TO,TTO,ToTO,TECH,PTS OFF TO,FBPs,PIP,PF,LL,OREB,DREB
401488951,183,Syracuse Orange,SYR,away,65,25-74,25,74,33.8,3-16,3,16,18.8,12-18,12,18,66.7,47,13,6,6,12,0,12,0,10,8,28,14,1,21,26
401488951,52,Florida State Seminoles,FSU,home,78,32-71,32,71,45.1,6-15,6,15,40.0,8-13,8,13,61.5,46,13,2,4,11,0,11,0,15,2,42,19,13,15,31
