game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,ejected,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488951,183,Syracuse Orange,SYR,4398914,Olivia Owens,Forward,00,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488951,183,Syracuse Orange,SYR,5107740,Lexi McNabb,Guard,11,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488951,183,Syracuse Orange,SYR,4705357,Cheyenne McEvans,Guard,12,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488951,183,Syracuse Orange,SYR,4703764,Ava Irvin,Guard,10,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488951,52,Florida State Seminoles,FSU,4433546,Makayla Timpson,Forward,21,True,False,False,27.0,7-13,7.0,13.0,53.8,0-0,0.0,0.0,0.0,3-5,3.0,5.0,60.0,5.0,9.0,14.0,0.0,0.0,3.0,0.0,3.0,17.0
401488951,52,Florida State Seminoles,FSU,4398609,Erin Howard,Forward,23,True,False,False,28.0,4-10,4.0,10.0,40.0,3-7,3.0,7.0,42.9,0-0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,2.0,0.0,0.0,2.0,11.0
401488951,52,Florida State Seminoles,FSU,4609797,Ta'Niya Latson,Guard,0,True,False,False,28.0,9-19,9.0,19.0,47.4,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,19.0
401488951,52,Florida State Seminoles,FSU,4595844,Sara Bejedi,Guard,4,True,False,False,34.0,3-8,3.0,8.0,37.5,0-1,0.0,1.0,0.0,3-4,3.0,4.0,75.0,1.0,3.0,4.0,2.0,0.0,0.0,4.0,2.0,9.0
401488951,52,Florida State Seminoles,FSU,4398765,Jazmine Massengill,Guard,1,True,False,False,28.0,0-3,0.0,3.0,0.0,0-0,0.0,0.0,0.0,0-2,0.0,2.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,2.0,1.0,0.0
401488951,52,Florida State Seminoles,FSU,4683035,Mariana Valenzuela,Forward,5,False,False,False,12.0,3-4,3.0,4.0,75.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
401488951,52,Florida State Seminoles,FSU,4398583,Valencia Myers,Forward,32,False,False,False,13.0,2-3,2.0,3.0,66.7,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,3.0,4.0
401488951,52,Florida State Seminoles,FSU,4433520,O'Mariah Gordon,Guard,3,False,False,False,11.0,1-3,1.0,3.0,33.3,0-1,0.0,1.0,0.0,2-2,2.0,2.0,100.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,4.0
401488951,52,Florida State Seminoles,FSU,4400176,Taylor O'Brien,Guard,11,False,False,False,19.0,3-8,3.0,8.0,37.5,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,7.0
401488951,52,Florida State Seminoles,FSU,5106230,Brianna Turnage,Guard,2,False,True,False,,,,,,,,,,,,,,,,,,,,,,
