game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,ejected,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488951,183,Syracuse Orange,SYR,4898656,Kyra Wood,Forward,22,True,False,False,6.0,1-1,1.0,1.0,100.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0
401488951,183,Syracuse Orange,SYR,4399418,Dariauna Lewis,Forward,24,True,False,False,33.0,5-9,5.0,9.0,55.6,0-0,0.0,0.0,0.0,0-2,0.0,2.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,2.0,3.0,10.0
401488951,183,Syracuse Orange,SYR,4899639,Georgia Woolley,Guard,5,True,False,False,37.0,5-17,5.0,17.0,29.4,0-4,0.0,4.0,0.0,2-4,2.0,4.0,50.0,2.0,2.0,4.0,1.0,2.0,0.0,0.0,2.0,12.0
401488951,183,Syracuse Orange,SYR,4595516,Alaina Rice,Guard,25,True,False,False,37.0,4-13,4.0,13.0,30.8,0-2,0.0,2.0,0.0,1-2,1.0,2.0,50.0,11.0,6.0,17.0,5.0,0.0,2.0,2.0,1.0,9.0
401488951,183,Syracuse Orange,SYR,4595236,Dyaisha Fair,Guard,2,True,False,False,40.0,7-19,7.0,19.0,36.8,3-10,3.0,10.0,30.0,2-2,2.0,2.0,100.0,1.0,4.0,5.0,0.0,1.0,0.0,1.0,1.0,19.0
401488951,183,Syracuse Orange,SYR,4433553,Saniaa Wilson,Forward,21,False,False,False,13.0,2-6,2.0,6.0,33.3,0-0,0.0,0.0,0.0,2-2,2.0,2.0,100.0,2.0,1.0,3.0,0.0,1.0,3.0,1.0,4.0,6.0
401488951,183,Syracuse Orange,SYR,5107739,Kennedi Perkins,Guard,1,False,False,False,9.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,3-4,3.0,4.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
401488951,183,Syracuse Orange,SYR,4433655,Teisha Hyman,Guard,4,False,False,False,24.0,1-8,1.0,8.0,12.5,0-0,0.0,0.0,0.0,2-2,2.0,2.0,100.0,2.0,3.0,5.0,5.0,2.0,0.0,5.0,2.0,4.0
401488951,183,Syracuse Orange,SYR,4433549,Nyah Wilson,Guard,3,False,False,False,1.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401488951,183,Syracuse Orange,SYR,4399367,Asia Strong,Forward,15,False,True,False,,,,,,,,,,,,,,,,,,,,,,
