game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488951,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,78,True
401488951,183,Syracuse Orange,SYR,Syracuse,Orange,ff6500,away,65,False
