game_id,name,display_name,position,position_id,order
401488951,Brandon Enterline,Brandon Enterline,Referee,40,1
401488951,Jeffrey Smith,Jeffrey Smith,Referee,40,2
401488951,Ashlee Goode,Ashlee Goode,Referee,40,3
