game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401480247,2506,Presbyterian Blue Hose,PRES,4704747,Nuria Cunill,Forward,22,True,False,19.0,2-5,2.0,5.0,40.0,0-0,0.0,0.0,0.0,2-2,2.0,2.0,100.0,2.0,5.0,7.0,0.0,0.0,0.0,4.0,2.0,6.0
401480247,2506,Presbyterian Blue Hose,PRES,4400065,Bryanna Brady,Center,34,True,False,33.0,2-5,2.0,5.0,40.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0
401480247,2506,Presbyterian Blue Hose,PRES,5107763,Mara Neira,Guard,10,True,False,13.0,1-6,1.0,6.0,16.7,0-4,0.0,4.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,2.0
401480247,2506,Presbyterian Blue Hose,PRES,5107762,Tilda Sjokvist,Guard,4,True,False,25.0,1-7,1.0,7.0,14.3,1-4,1.0,4.0,25.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0,3.0
401480247,2506,Presbyterian Blue Hose,PRES,4594780,Christina Kline,Guard,5,True,False,19.0,1-2,1.0,2.0,50.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0
401480247,2506,Presbyterian Blue Hose,PRES,5107767,Dennaye Hinds,Forward,35,False,False,3.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
401480247,2506,Presbyterian Blue Hose,PRES,4704571,Dagne Apsite,Forward,20,False,False,9.0,0-1,0.0,1.0,0.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0
401480247,2506,Presbyterian Blue Hose,PRES,5107764,Sonia Sato,Forward,11,False,False,8.0,0-1,0.0,1.0,0.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
401480247,2506,Presbyterian Blue Hose,PRES,5107766,Laila Grant,Guard,24,False,False,17.0,1-9,1.0,9.0,11.1,1-4,1.0,4.0,25.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,2.0,3.0
401480247,2506,Presbyterian Blue Hose,PRES,5107765,Natalie Herrin,Guard,12,False,False,6.0,0-2,0.0,2.0,0.0,0-2,0.0,2.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
401480247,2506,Presbyterian Blue Hose,PRES,5107761,Ashley Carrillo,Guard,3,False,False,9.0,2-6,2.0,6.0,33.3,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,4.0
401480247,2506,Presbyterian Blue Hose,PRES,5107760,Aubrie Kierscht,Guard,00,False,False,21.0,2-7,2.0,7.0,28.6,1-5,1.0,5.0,20.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,5.0
401480247,2506,Presbyterian Blue Hose,PRES,4899607,Paige Kindseth,Guard,15,False,False,18.0,3-7,3.0,7.0,42.9,1-3,1.0,3.0,33.3,0-0,0.0,0.0,0.0,5.0,4.0,9.0,0.0,0.0,1.0,4.0,3.0,7.0
401480247,52,Florida State Seminoles,FSU,4433546,Makayla Timpson,Forward,21,True,False,27.0,5-8,5.0,8.0,62.5,0-0,0.0,0.0,0.0,0-1,0.0,1.0,0.0,4.0,5.0,9.0,0.0,1.0,3.0,1.0,2.0,10.0
401480247,52,Florida State Seminoles,FSU,4398609,Erin Howard,Forward,23,True,False,26.0,3-13,3.0,13.0,23.1,1-8,1.0,8.0,12.5,0-2,0.0,2.0,0.0,2.0,5.0,7.0,1.0,1.0,2.0,0.0,1.0,7.0
401480247,52,Florida State Seminoles,FSU,4609797,Ta'Niya Latson,Guard,0,True,False,25.0,9-18,9.0,18.0,50.0,1-4,1.0,4.0,25.0,6-7,6.0,7.0,85.7,1.0,1.0,2.0,3.0,8.0,0.0,3.0,1.0,25.0
401480247,52,Florida State Seminoles,FSU,4595844,Sara Bejedi,Guard,4,True,False,31.0,3-10,3.0,10.0,30.0,1-4,1.0,4.0,25.0,3-4,3.0,4.0,75.0,0.0,4.0,4.0,5.0,3.0,0.0,6.0,2.0,10.0
401480247,52,Florida State Seminoles,FSU,4433520,O'Mariah Gordon,Guard,3,True,False,25.0,4-6,4.0,6.0,66.7,2-3,2.0,3.0,66.7,2-2,2.0,2.0,100.0,1.0,3.0,4.0,0.0,3.0,1.0,1.0,0.0,12.0
401480247,52,Florida State Seminoles,FSU,4683035,Mariana Valenzuela,Forward,5,False,False,19.0,4-9,4.0,9.0,44.4,3-4,3.0,4.0,75.0,1-2,1.0,2.0,50.0,5.0,4.0,9.0,1.0,0.0,1.0,0.0,1.0,12.0
401480247,52,Florida State Seminoles,FSU,4398583,Valencia Myers,Forward,32,False,False,17.0,1-4,1.0,4.0,25.0,0-0,0.0,0.0,0.0,6-8,6.0,8.0,75.0,5.0,2.0,7.0,2.0,3.0,1.0,0.0,1.0,8.0
401480247,52,Florida State Seminoles,FSU,5106230,Brianna Turnage,Guard,2,False,False,30.0,4-8,4.0,8.0,50.0,2-6,2.0,6.0,33.3,4-6,4.0,6.0,66.7,3.0,7.0,10.0,1.0,1.0,2.0,0.0,0.0,14.0
401480247,52,Florida State Seminoles,FSU,4400176,Taylor O'Brien,Guard,11,False,True,,,,,,,,,,,,,,,,,,,,,,
401480247,52,Florida State Seminoles,FSU,4398765,Jazmine Massengill,Guard,1,False,True,,,,,,,,,,,,,,,,,,,,,,
