game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480247,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,98,True
401480247,2506,Presbyterian Blue Hose,PRES,Presbyterian,Blue Hose,194896,away,37,False
