game_id,name,display_name,position,position_id,order
401488960,Eric Brewton,Eric Brewton,Referee,40,1
401488960,Ryan Durham,Ryan Durham,Referee,40,2
401488960,Ashley Gloss,Ashley Gloss,Referee,40,3
