game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480244,275,Wisconsin Badgers,WIS,Wisconsin,Badgers,c4012f,home,87,False
401480244,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,92,True
