game_id,play_id,sequence_number,period,period_display,clock,clock_seconds,team_id,team_name,play_type,play_type_id,text,score_home,score_away,scoring_play,score_value,shooting_play,coordinate_x,coordinate_y,wallclock,player_1_id,player_1_name,player_1_role,player_2_id,player_2_name,player_2_role
401480243,401480243101904201,101904201,1,1st Quarter,9:57,597,52,,LayUpShot,572,Erin Howard made Layup. Assisted by Ta'niya Latson.,2,0,True,2,True,,,2022-11-26T16:03:08Z,4398609,,,4609797,,
401480243,401480243101906201,101906201,1,1st Quarter,9:37,577,108,,JumpShot,558,Harmoni Turner made Three Point Jumper. Assisted by Gabrielle Anderson.,2,3,True,3,True,,,2022-11-26T16:03:08Z,4899316,,,5108944,,
401480243,401480243101907601,101907601,1,1st Quarter,9:23,563,52,,LayUpShot,572,Ta'niya Latson missed Layup.,2,3,False,2,True,,,2022-11-26T16:03:08Z,4609797,,,,,
401480243,401480243101907801,101907801,1,1st Quarter,9:21,561,52,,Offensive Rebound,586,Makayla Timpson Offensive Rebound.,2,3,False,0,False,,,2022-11-26T16:03:08Z,4433546,,,,,
401480243,401480243101907802,101907802,1,1st Quarter,9:21,561,108,,PersonalFoul,519,Foul on Elena Rodriguez.,2,3,False,0,False,,,2022-11-26T16:03:08Z,4899315,,,,,
401480243,401480243101907803,101907803,1,1st Quarter,9:21,561,52,,MadeFreeThrow,540,Makayla Timpson made Free Throw.,3,3,True,1,True,,,2022-11-26T16:03:08Z,4433546,,,,,
401480243,401480243101908001,101908001,1,1st Quarter,9:19,559,52,,MadeFreeThrow,540,Makayla Timpson missed Free Throw.,3,3,False,1,True,,,2022-11-26T16:03:08Z,4433546,,,,,
401480243,401480243101908101,101908101,1,1st Quarter,9:18,558,108,,Defensive Rebound,587,Elena Rodriguez Defensive Rebound.,3,3,False,0,False,,,2022-11-26T16:03:08Z,4899315,,,,,
401480243,401480243101914001,101914001,1,1st Quarter,8:59,539,108,,JumpShot,558,McKenzie Forbes missed Three Point Jumper.,3,3,False,3,True,,,2022-11-26T16:04:05Z,4398749,,,,,
401480243,401480243101914501,101914501,1,1st Quarter,8:54,534,108,,Offensive Rebound,586,Gabrielle Anderson Offensive Rebound.,3,3,False,0,False,,,2022-11-26T16:04:05Z,5108944,,,,,
401480243,401480243101915301,101915301,1,1st Quarter,8:46,526,108,,LayUpShot,572,Gabrielle Anderson missed Layup.,3,3,False,2,True,,,2022-11-26T16:05:12Z,5108944,,,,,
