game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480241,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,77,False
401480241,197,Oklahoma State Cowgirls,OKST,Oklahoma State,Cowgirls,000000,away,79,True
