game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,ejected,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488889,97,Louisville Cardinals,LOU,4433426,Olivia Cochran,Forward,44,True,False,False,34.0,5-9,5.0,9.0,55.6,0-0,0.0,0.0,0.0,3-6,3.0,6.0,50.0,2.0,6.0,8.0,4.0,1.0,3.0,2.0,3.0,13.0
401488889,97,Louisville Cardinals,LOU,4398591,Liz Dixon,Forward,22,True,False,False,15.0,2-4,2.0,4.0,50.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0
401488889,97,Louisville Cardinals,LOU,4912134,Morgan Jones,Guard,24,True,False,False,27.0,9-10,9.0,10.0,90.0,0-0,0.0,0.0,0.0,7-8,7.0,8.0,87.5,3.0,7.0,10.0,1.0,0.0,3.0,4.0,4.0,25.0
401488889,97,Louisville Cardinals,LOU,4433412,Hailey Van Lith,Guard,10,True,False,False,40.0,8-18,8.0,18.0,44.4,1-5,1.0,5.0,20.0,3-3,3.0,3.0,100.0,0.0,8.0,8.0,8.0,5.0,0.0,7.0,3.0,20.0
401488889,97,Louisville Cardinals,LOU,4398991,Chrislyn Carr,Guard,3,True,False,False,22.0,4-7,4.0,7.0,57.1,2-4,2.0,4.0,50.0,1-2,1.0,2.0,50.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,4.0,11.0
401488889,97,Louisville Cardinals,LOU,4565510,Nyla Harris,Forward,2,False,False,False,18.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0
401488889,97,Louisville Cardinals,LOU,4399976,Josie Williams,Center,40,False,False,False,7.0,0-1,0.0,1.0,0.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
401488889,97,Louisville Cardinals,LOU,4433094,Norika Konno,Guard,11,False,False,False,14.0,2-3,2.0,3.0,66.7,1-1,1.0,1.0,100.0,0-0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,5.0
401488889,97,Louisville Cardinals,LOU,4398604,Mykasa Robinson,Guard,5,False,False,False,23.0,1-5,1.0,5.0,20.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,2.0
401488889,97,Louisville Cardinals,LOU,4682768,Alexia Gassett,Forward,23,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488889,97,Louisville Cardinals,LOU,4583143,Imani Lester,Forward,32,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488889,97,Louisville Cardinals,LOU,4858671,Jalyn Brown,Guard,15,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488889,97,Louisville Cardinals,LOU,4703213,Merissah Russell,Guard,13,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488889,97,Louisville Cardinals,LOU,4565512,Zyanna Walker,Guard,1,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488889,97,Louisville Cardinals,LOU,4433518,Payton Verhulst,Guard,12,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488889,52,Florida State Seminoles,FSU,4433546,Makayla Timpson,Forward,21,True,False,False,31.0,5-8,5.0,8.0,62.5,0-0,0.0,0.0,0.0,2-3,2.0,3.0,66.7,3.0,4.0,7.0,0.0,0.0,0.0,2.0,3.0,12.0
401488889,52,Florida State Seminoles,FSU,4398609,Erin Howard,Forward,23,True,False,False,27.0,2-5,2.0,5.0,40.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,2.0,0.0,5.0
401488889,52,Florida State Seminoles,FSU,4609797,Ta'Niya Latson,Guard,0,True,False,False,31.0,3-16,3.0,16.0,18.8,0-3,0.0,3.0,0.0,5-5,5.0,5.0,100.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,11.0
401488889,52,Florida State Seminoles,FSU,4595844,Sara Bejedi,Guard,4,True,False,False,30.0,8-17,8.0,17.0,47.1,3-8,3.0,8.0,37.5,6-7,6.0,7.0,85.7,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,25.0
401488889,52,Florida State Seminoles,FSU,4398765,Jazmine Massengill,Guard,1,True,False,False,33.0,2-4,2.0,4.0,50.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,0.0,0.0,1.0,2.0,4.0
401488889,52,Florida State Seminoles,FSU,4683035,Mariana Valenzuela,Forward,5,False,False,False,15.0,2-4,2.0,4.0,50.0,2-3,2.0,3.0,66.7,0-0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,6.0
401488889,52,Florida State Seminoles,FSU,4398583,Valencia Myers,Forward,32,False,False,False,7.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0
401488889,52,Florida State Seminoles,FSU,4433520,O'Mariah Gordon,Guard,3,False,False,False,5.0,1-2,1.0,2.0,50.0,1-1,1.0,1.0,100.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
401488889,52,Florida State Seminoles,FSU,4400176,Taylor O'Brien,Guard,11,False,False,False,21.0,2-9,2.0,9.0,22.2,0-2,0.0,2.0,0.0,5-5,5.0,5.0,100.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,9.0
401488889,52,Florida State Seminoles,FSU,5106230,Brianna Turnage,Guard,2,False,True,False,,,,,,,,,,,,,,,,,,,,,,
