game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488889,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,75,False
401488889,97,Louisville Cardinals,LOU,Louisville,Cardinals,c9001f,away,82,True
