game_id,name,display_name,position,position_id,order
401480239,Carla Fountain,Carla Fountain,Referee,40,1
401480239,Angelica Suffren,Angelica Suffren,Referee,40,2
401480239,Ashley Gloss,Ashley Gloss,Referee,40,3
