game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480239,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,75,True
401480239,2247,Georgia State Panthers,GAST,Georgia State,Panthers,1e539a,away,70,False
