game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488881,152,NC State Wolfpack,NCSU,4432859,Jada Boyd,Forward,5,True,False,14.0,0-3,0.0,3.0,0.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0
401488881,152,NC State Wolfpack,NCSU,4433005,Camille Hobby,Center,41,True,False,15.0,2-4,2.0,4.0,50.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0
401488881,152,NC State Wolfpack,NCSU,4703768,Diamond Johnson,Guard,3,True,False,18.0,4-9,4.0,9.0,44.4,2-6,2.0,6.0,33.3,1-1,1.0,1.0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,11.0
401488881,152,NC State Wolfpack,NCSU,4433413,Madison Hayes,Guard,21,True,False,29.0,4-9,4.0,9.0,44.4,2-4,2.0,4.0,50.0,0-0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,10.0
401488881,152,NC State Wolfpack,NCSU,4432841,Jakia Brown-Turner,Guard,11,True,False,13.0,0-6,0.0,6.0,0.0,0-2,0.0,2.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
401488881,152,NC State Wolfpack,NCSU,4398763,Mimi Collins,Forward,2,False,False,23.0,5-11,5.0,11.0,45.5,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,11.0
401488881,152,NC State Wolfpack,NCSU,4433304,River Baldwin,Center,1,False,False,20.0,2-4,2.0,4.0,50.0,0-0,0.0,0.0,0.0,4-5,4.0,5.0,80.0,0.0,5.0,5.0,1.0,0.0,1.0,0.0,4.0,8.0
401488881,152,NC State Wolfpack,NCSU,4433811,Jessica Timmons,Guard,23,False,False,15.0,3-6,3.0,6.0,50.0,2-3,2.0,3.0,66.7,1-2,1.0,2.0,50.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,9.0
401488881,152,NC State Wolfpack,NCSU,4433807,Aziaha James,Guard,10,False,False,21.0,3-10,3.0,10.0,30.0,1-5,1.0,5.0,20.0,0-0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,3.0,0.0,1.0,3.0,7.0
401488881,152,NC State Wolfpack,NCSU,4433514,Saniya Rivers,Guard,22,False,False,32.0,6-15,6.0,15.0,40.0,0-6,0.0,6.0,0.0,0-0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,12.0
