game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401488881,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,91,True
401488881,152,NC State Wolfpack,NCSU,NC State,Wolfpack,cc0000,away,72,False
