game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,ejected,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488924,154,Wake Forest Demon Deacons,WAKE,4596343,Demeara Hinds,Forward,25,True,False,False,23.0,1-4,1.0,4.0,25.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0
401488924,154,Wake Forest Demon Deacons,WAKE,4433706,Olivia Summiel,Guard,20,True,False,False,33.0,3-11,3.0,11.0,27.3,1-7,1.0,7.0,14.3,0-0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,0.0,3.0,2.0,2.0,7.0
401488924,154,Wake Forest Demon Deacons,WAKE,4712103,Elise Williams,Guard,21,True,False,False,25.0,3-8,3.0,8.0,37.5,2-4,2.0,4.0,50.0,1-2,1.0,2.0,50.0,0.0,3.0,3.0,2.0,7.0,1.0,4.0,4.0,9.0
401488924,154,Wake Forest Demon Deacons,WAKE,4433667,Kaia Harrison,Guard,2,True,False,False,36.0,1-10,1.0,10.0,10.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0
401488924,154,Wake Forest Demon Deacons,WAKE,4433481,Jewel Spear,Guard,24,True,False,False,32.0,3-14,3.0,14.0,21.4,1-10,1.0,10.0,10.0,4-4,4.0,4.0,100.0,1.0,3.0,4.0,3.0,0.0,0.0,3.0,0.0,11.0
401488924,154,Wake Forest Demon Deacons,WAKE,4398862,Niyah Becker,Forward,14,False,False,False,7.0,1-3,1.0,3.0,33.3,1-1,1.0,1.0,100.0,1-2,1.0,2.0,50.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0
401488924,154,Wake Forest Demon Deacons,WAKE,4912216,Marta Morales Romero,Guard,30,False,False,False,8.0,1-3,1.0,3.0,33.3,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
401488924,154,Wake Forest Demon Deacons,WAKE,4691695,Raegyn Conley,Guard,11,False,False,False,3.0,0-1,0.0,1.0,0.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
401488924,154,Wake Forest Demon Deacons,WAKE,4683030,Alyssa Andrews,Guard,0,False,False,False,16.0,1-3,1.0,3.0,33.3,1-2,1.0,2.0,50.0,0-2,0.0,2.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0
401488924,154,Wake Forest Demon Deacons,WAKE,4433654,Alexandria Scruggs,Guard,32,False,False,False,17.0,2-4,2.0,4.0,50.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,4.0
401488924,154,Wake Forest Demon Deacons,WAKE,4433530,Malaya Cowles,Forward,5,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488924,154,Wake Forest Demon Deacons,WAKE,5107759,Kate Deeble,Guard,10,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488924,154,Wake Forest Demon Deacons,WAKE,4596342,Aliah McWhorter,Guard,4,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488924,154,Wake Forest Demon Deacons,WAKE,4594399,Mack Maier,Guard,3,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488924,52,Florida State Seminoles,FSU,4433546,Makayla Timpson,Forward,21,True,False,False,23.0,6-11,6.0,11.0,54.5,0-0,0.0,0.0,0.0,4-4,4.0,4.0,100.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,2.0,16.0
401488924,52,Florida State Seminoles,FSU,4398609,Erin Howard,Forward,23,True,False,False,21.0,3-6,3.0,6.0,50.0,2-4,2.0,4.0,50.0,1-2,1.0,2.0,50.0,2.0,5.0,7.0,2.0,0.0,1.0,1.0,1.0,9.0
401488924,52,Florida State Seminoles,FSU,4609797,Ta'Niya Latson,Guard,0,True,False,False,27.0,8-15,8.0,15.0,53.3,2-3,2.0,3.0,66.7,1-1,1.0,1.0,100.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,19.0
401488924,52,Florida State Seminoles,FSU,4595844,Sara Bejedi,Guard,4,True,False,False,29.0,0-8,0.0,8.0,0.0,0-2,0.0,2.0,0.0,4-4,4.0,4.0,100.0,1.0,5.0,6.0,2.0,1.0,0.0,4.0,4.0,4.0
401488924,52,Florida State Seminoles,FSU,4398765,Jazmine Massengill,Guard,1,True,False,False,25.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0
401488924,52,Florida State Seminoles,FSU,4683035,Mariana Valenzuela,Forward,5,False,False,False,19.0,2-3,2.0,3.0,66.7,0-1,0.0,1.0,0.0,1-2,1.0,2.0,50.0,1.0,9.0,10.0,4.0,0.0,0.0,2.0,0.0,5.0
401488924,52,Florida State Seminoles,FSU,4398583,Valencia Myers,Forward,32,False,False,False,17.0,4-6,4.0,6.0,66.7,0-0,0.0,0.0,0.0,4-5,4.0,5.0,80.0,2.0,3.0,5.0,0.0,0.0,0.0,2.0,0.0,12.0
401488924,52,Florida State Seminoles,FSU,4433520,O'Mariah Gordon,Guard,3,False,False,False,18.0,1-2,1.0,2.0,50.0,1-1,1.0,1.0,100.0,0-0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,0.0,3.0
401488924,52,Florida State Seminoles,FSU,4400176,Taylor O'Brien,Guard,11,False,False,False,21.0,1-6,1.0,6.0,16.7,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0
401488924,52,Florida State Seminoles,FSU,5106230,Brianna Turnage,Guard,2,False,True,False,,,,,,,,,,,,,,,,,,,,,,
