game_id,play_id,sequence_number,period,period_display,clock,clock_seconds,team_id,team_name,play_type,play_type_id,text,score_home,score_away,scoring_play,score_value,shooting_play,coordinate_x,coordinate_y,wallclock,home_win_percentage,away_win_percentage,tie_percentage,player_1_id,player_1_name,player_1_role,player_2_id,player_2_name,player_2_role
401488918,401488918101906101,101906101,1,1st Quarter,9:38,578,150,,Lost Ball Turnover,598,Elizabeth Balogun Turnover.,0,0,False,0,False,,,2023-01-29T19:02:46Z,0.512,0.488,0.0,4398589,,,,,
401488918,401488918101906601,101906601,1,1st Quarter,9:33,573,52,,LayUpShot,572,Ta'Niya Latson missed Layup.,0,0,False,2,True,,,2023-01-29T19:03:05Z,0.492,0.508,0.0,4609797,,,,,
401488918,401488918101906801,101906801,1,1st Quarter,9:31,571,150,,Defensive Rebound,587,Reigan Richardson Defensive Rebound.,0,0,False,0,False,,,2023-01-29T19:03:07Z,0.485,0.515,0.0,4433543,,,,,
401488918,401488918101908301,101908301,1,1st Quarter,9:16,556,150,,Lost Ball Turnover,598,Reigan Richardson Turnover.,0,0,False,0,False,,,2023-01-29T19:03:24Z,0.512,0.488,0.0,4433543,,,,,
401488918,401488918101908302,101908302,1,1st Quarter,9:16,556,52,,Steal,607,Makayla Timpson Steal.,0,0,False,0,False,,,2023-01-29T19:03:24Z,0.512,0.488,0.0,4433546,,,,,
401488918,401488918101909001,101909001,1,1st Quarter,9:09,549,52,,LayUpShot,572,Makayla Timpson made Layup.,2,0,True,2,True,,,2023-01-29T19:03:28Z,0.542,0.45799999999999996,0.0,4433546,,,,,
401488918,401488918101914401,101914401,1,1st Quarter,8:55,535,150,,Lost Ball Turnover,598,Shayeann Day-Wilson Turnover.,2,0,False,0,False,,,2023-01-29T19:03:43Z,0.562,0.43799999999999994,0.0,4433531,,,,,
401488918,401488918101916601,101916601,1,1st Quarter,8:33,513,52,,LayUpShot,572,Makayla Timpson made Layup. Assisted by Sara Bejedi.,4,0,True,2,True,,,2023-01-29T19:04:20Z,0.599,0.401,0.0,4433546,,,4595844,,
401488918,401488918101918501,101918501,1,1st Quarter,8:14,494,150,,JumpShot,558,Kennedy Brown missed Jumper.,4,0,False,2,True,,,2023-01-29T19:04:39Z,0.615,0.385,0.0,4433291,,,,,
401488918,401488918101918701,101918701,1,1st Quarter,8:12,492,52,,Defensive Rebound,587,Erin Howard Defensive Rebound.,4,0,False,0,False,,,2023-01-29T19:04:40Z,0.62,0.38,0.0,4398609,,,,,
