game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488918,150,Duke Blue Devils,DUKE,4398589,Elizabeth Balogun,Forward,4,True,False,23.0,2-9,2.0,9.0,22.2,0-0,0.0,0.0,0.0,0-1,0.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,3.0,4.0
401488918,150,Duke Blue Devils,DUKE,4433291,Kennedy Brown,Center,21,True,False,25.0,1-11,1.0,11.0,9.1,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,3.0,8.0,11.0,1.0,1.0,3.0,2.0,3.0,2.0
401488918,150,Duke Blue Devils,DUKE,4433543,Reigan Richardson,Guard,24,True,False,19.0,2-10,2.0,10.0,20.0,0-1,0.0,1.0,0.0,4-6,4.0,6.0,66.7,2.0,2.0,4.0,0.0,0.0,1.0,2.0,4.0,8.0
401488918,150,Duke Blue Devils,DUKE,4433531,Shayeann Day-Wilson,Guard,30,True,False,21.0,5-9,5.0,9.0,55.6,2-4,2.0,4.0,50.0,2-3,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,0.0,3.0,4.0,14.0
401488918,150,Duke Blue Devils,DUKE,4432864,Celeste Taylor,Guard,0,True,False,26.0,1-9,1.0,9.0,11.1,0-4,0.0,4.0,0.0,1-2,1.0,2.0,50.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,3.0
401488918,150,Duke Blue Devils,DUKE,4399249,Mia Heide,Forward,42,False,False,15.0,1-4,1.0,4.0,25.0,0-0,0.0,0.0,0.0,3-4,3.0,4.0,75.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,5.0,5.0
401488918,150,Duke Blue Devils,DUKE,4282159,Taya Corosdale,Forward,5,False,False,12.0,1-4,1.0,4.0,25.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0
401488918,150,Duke Blue Devils,DUKE,5106232,Ashlon Jackson,Guard,3,False,False,18.0,1-4,1.0,4.0,25.0,1-2,1.0,2.0,50.0,1-2,1.0,2.0,50.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0
401488918,150,Duke Blue Devils,DUKE,4702867,Vanessa de Jesus,Guard,2,False,False,24.0,3-5,3.0,5.0,60.0,1-1,1.0,1.0,100.0,2-2,2.0,2.0,100.0,3.0,1.0,4.0,3.0,4.0,0.0,2.0,1.0,9.0
401488918,150,Duke Blue Devils,DUKE,4432837,Jordyn Oliver,Guard,11,False,False,17.0,2-7,2.0,7.0,28.6,0-0,0.0,0.0,0.0,2-2,2.0,2.0,100.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,6.0
401488918,150,Duke Blue Devils,DUKE,5106234,Shay Bollin,Forward,22,False,True,,,,,,,,,,,,,,,,,,,,,,
401488918,150,Duke Blue Devils,DUKE,4398957,Imani Lewis,Forward,23,False,True,,,,,,,,,,,,,,,,,,,,,,
401488918,150,Duke Blue Devils,DUKE,5106233,Emma Koabel,Guard,15,False,True,,,,,,,,,,,,,,,,,,,,,,
401488918,150,Duke Blue Devils,DUKE,4907254,Bo Shaffer,Guard,32,False,True,,,,,,,,,,,,,,,,,,,,,,
401488918,150,Duke Blue Devils,DUKE,4703547,Emma Schmidt,Guard,45,False,True,,,,,,,,,,,,,,,,,,,,,,
401488918,150,Duke Blue Devils,DUKE,4683453,Lee Volker,Guard,13,False,True,,,,,,,,,,,,,,,,,,,,,,
401488918,150,Duke Blue Devils,DUKE,4400193,Jiselle Havas,Guard,33,False,True,,,,,,,,,,,,,,,,,,,,,,
401488918,52,Florida State Seminoles,FSU,4433546,Makayla Timpson,Forward,21,True,False,29.0,6-13,6.0,13.0,46.2,0-0,0.0,0.0,0.0,9-15,9.0,15.0,60.0,5.0,5.0,10.0,1.0,3.0,1.0,2.0,4.0,21.0
401488918,52,Florida State Seminoles,FSU,4398609,Erin Howard,Forward,23,True,False,20.0,1-1,1.0,1.0,100.0,1-1,1.0,1.0,100.0,0-0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,1.0,0.0,1.0,3.0,3.0
401488918,52,Florida State Seminoles,FSU,4609797,Ta'Niya Latson,Guard,0,True,False,31.0,6-14,6.0,14.0,42.9,0-0,0.0,0.0,0.0,3-5,3.0,5.0,60.0,0.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,15.0
401488918,52,Florida State Seminoles,FSU,4595844,Sara Bejedi,Guard,4,True,False,27.0,3-12,3.0,12.0,25.0,0-1,0.0,1.0,0.0,5-7,5.0,7.0,71.4,0.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,11.0
401488918,52,Florida State Seminoles,FSU,4398765,Jazmine Massengill,Guard,1,True,False,22.0,0-3,0.0,3.0,0.0,0-3,0.0,3.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0
401488918,52,Florida State Seminoles,FSU,4683035,Mariana Valenzuela,Forward,5,False,False,20.0,3-4,3.0,4.0,75.0,1-2,1.0,2.0,50.0,1-2,1.0,2.0,50.0,2.0,4.0,6.0,0.0,0.0,0.0,3.0,0.0,8.0
401488918,52,Florida State Seminoles,FSU,4398583,Valencia Myers,Forward,32,False,False,11.0,1-4,1.0,4.0,25.0,0-0,0.0,0.0,0.0,2-3,2.0,3.0,66.7,2.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,4.0
401488918,52,Florida State Seminoles,FSU,5106230,Brianna Turnage,Guard,2,False,False,7.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0
401488918,52,Florida State Seminoles,FSU,4433520,O'Mariah Gordon,Guard,3,False,False,17.0,2-6,2.0,6.0,33.3,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0
401488918,52,Florida State Seminoles,FSU,4400176,Taylor O'Brien,Guard,11,False,False,16.0,2-3,2.0,3.0,66.7,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0
