game_id,date,venue,venue_location,attendance,status,state,neutral_site,format,completed,broadcast,conference
401488918,2023-01-29T19:00Z,Tucker Center,"Tallahassee, FL",2904,Final,post,False,"{'regulation': {'periods': 4, 'displayName': 'Quarter', 'slug': 'quarter', 'clock': 600.0}, 'overtime': {'clock': 300.0}}",True,ACC Network,Atlantic Coast Conference
