game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480246,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,home,108,True
401480246,2640,Texas Southern Tigers,TXSO,Texas Southern,Tigers,860038,away,51,False
