game_id,team_id,team_name,team_abbreviation,home_away,fieldGoalsMade-fieldGoalsAttempted,fieldGoalsMade,fieldGoalsAttempted,fieldGoalPct,FG%,threePointFieldGoalsMade-threePointFieldGoalsAttempted,threePointFieldGoalsMade,threePointFieldGoalsAttempted,threePointFieldGoalPct,3P%,freeThrowsMade-freeThrowsAttempted,freeThrowsMade,freeThrowsAttempted,freeThrowPct,FT%,totalRebounds,REB,offensiveRebounds,OR,defensiveRebounds,DR,assists,AST,steals,STL,blocks,BLK,turnovers,TO,teamTurnovers,TTO,totalTurnovers,ToTO,technicalFouls,TECH,totalTechnicalFouls,turnoverPoints,PTS OFF TO,fastBreakPoints,FBPs,pointsInPaint,PIP,fouls,PF,largestLead,LL
401480246,2640,Texas Southern Tigers,TXSO,away,21-72,21,72,29.2,29.2,5-23,5,23,21.7,21.7,4-7,4,7,57.1,57.1,34,34,13,13,21,21,6,6,2,2,2,2,21,21,1,1,21,21,0,0,0,10,10,8,8,22,22,24,24,0,0
401480246,52,Florida State Seminoles,FSU,home,37-71,37,71,52.1,52.1,7-20,7,20,35.0,35.0,27-34,27,34,79.4,79.4,53,53,15,15,38,38,18,18,9,9,9,9,11,11,0,0,11,11,0,0,0,29,29,27,27,58,58,11,11,59,59
