game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,ejected,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401488851,2390,Miami Hurricanes,MIA,4398863,Lola Pendande,Forward,21,True,False,False,27.0,2-7,2.0,7.0,28.6,0-0,0.0,0.0,0.0,2-2,2.0,2.0,100.0,5.0,3.0,8.0,0.0,1.0,2.0,2.0,4.0,6.0
401488851,2390,Miami Hurricanes,MIA,4281329,Destiny Harden,Forward,3,True,False,False,31.0,7-14,7.0,14.0,50.0,4-8,4.0,8.0,50.0,2-2,2.0,2.0,100.0,1.0,4.0,5.0,1.0,3.0,0.0,5.0,2.0,20.0
401488851,2390,Miami Hurricanes,MIA,4898556,Ja'Leah Williams,Guard,12,True,False,False,35.0,4-12,4.0,12.0,33.3,1-1,1.0,1.0,100.0,2-2,2.0,2.0,100.0,3.0,4.0,7.0,4.0,1.0,0.0,2.0,2.0,11.0
401488851,2390,Miami Hurricanes,MIA,4433658,Haley Cavinder,Guard,14,True,False,False,37.0,7-15,7.0,15.0,46.7,3-6,3.0,6.0,50.0,0-0,0.0,0.0,0.0,3.0,5.0,8.0,3.0,1.0,0.0,3.0,1.0,17.0
401488851,2390,Miami Hurricanes,MIA,4400202,Karla Erjavec,Guard,5,True,False,False,12.0,2-7,2.0,7.0,28.6,0-4,0.0,4.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,4.0
401488851,2390,Miami Hurricanes,MIA,4682913,Zee Spearman,Forward,32,False,False,False,7.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0-2,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
401488851,2390,Miami Hurricanes,MIA,4682860,Kyla Oldacre,Forward,44,False,False,False,4.0,1-1,1.0,1.0,100.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0
401488851,2390,Miami Hurricanes,MIA,4898555,Jasmyne Roberts,Guard,4,False,False,False,10.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0
401488851,2390,Miami Hurricanes,MIA,4683033,Lashae Dwyer,Guard,13,False,False,False,25.0,7-11,7.0,11.0,63.6,1-1,1.0,1.0,100.0,8-9,8.0,9.0,88.9,3.0,1.0,4.0,4.0,3.0,0.0,2.0,5.0,23.0
401488851,2390,Miami Hurricanes,MIA,4594386,Moulayna Johnson Sidi Baba,Guard,1,False,False,False,7.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
401488851,2390,Miami Hurricanes,MIA,4594385,Kenza Salgues,Guard,0,False,False,False,0.0,0-1,0.0,1.0,0.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401488851,2390,Miami Hurricanes,MIA,4433372,Hanna Cavinder,Guard,15,False,False,False,5.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
401488851,2390,Miami Hurricanes,MIA,4898557,Chiso Okafor,Forward,22,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488851,2390,Miami Hurricanes,MIA,4433517,Latasha Lattimore,Forward,35,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401488851,52,Florida State Seminoles,FSU,4433546,Makayla Timpson,Forward,21,True,False,False,34.0,10-13,10.0,13.0,76.9,0-0,0.0,0.0,0.0,5-5,5.0,5.0,100.0,2.0,7.0,9.0,0.0,2.0,4.0,1.0,2.0,25.0
401488851,52,Florida State Seminoles,FSU,4398609,Erin Howard,Forward,23,True,False,False,20.0,1-2,1.0,2.0,50.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0
401488851,52,Florida State Seminoles,FSU,4609797,Ta'Niya Latson,Guard,0,True,False,False,26.0,5-12,5.0,12.0,41.7,1-3,1.0,3.0,33.3,10-10,10.0,10.0,100.0,1.0,1.0,2.0,6.0,1.0,0.0,3.0,4.0,21.0
401488851,52,Florida State Seminoles,FSU,4595844,Sara Bejedi,Guard,4,True,False,False,28.0,4-6,4.0,6.0,66.7,1-1,1.0,1.0,100.0,6-6,6.0,6.0,100.0,0.0,1.0,1.0,5.0,0.0,0.0,7.0,3.0,15.0
401488851,52,Florida State Seminoles,FSU,4398765,Jazmine Massengill,Guard,1,True,False,False,32.0,3-8,3.0,8.0,37.5,0-2,0.0,2.0,0.0,0-2,0.0,2.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,2.0,4.0,6.0
401488851,52,Florida State Seminoles,FSU,4683035,Mariana Valenzuela,Forward,5,False,False,False,18.0,3-6,3.0,6.0,50.0,3-4,3.0,4.0,75.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0
401488851,52,Florida State Seminoles,FSU,4398583,Valencia Myers,Forward,32,False,False,False,5.0,1-2,1.0,2.0,50.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
401488851,52,Florida State Seminoles,FSU,5106230,Brianna Turnage,Guard,2,False,False,False,7.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401488851,52,Florida State Seminoles,FSU,4433520,O'Mariah Gordon,Guard,3,False,False,False,15.0,2-5,2.0,5.0,40.0,2-2,2.0,2.0,100.0,0-0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,6.0
401488851,52,Florida State Seminoles,FSU,4400176,Taylor O'Brien,Guard,11,False,False,False,15.0,1-4,1.0,4.0,25.0,1-1,1.0,1.0,100.0,2-2,2.0,2.0,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0
