game_id,team_id,team_name,team_abbreviation,team_location,team_nickname,team_color,home_away,score,winner
401480242,2509,Purdue Boilermakers,PUR,Purdue,Boilermakers,000000,home,75,False
401480242,52,Florida State Seminoles,FSU,Florida State,Seminoles,782f40,away,76,True
