game_id,date,venue_id,venue,venue_location,venue_city,venue_state,attendance,status,state,neutral_site,format,completed,broadcast,broadcast_market,conference
401513337,2023-03-02T16:00Z,349,First Horizon Coliseum,"Greensboro, NC",Greensboro,NC,0,Final,post,False,"{'regulation': {'periods': 4, 'displayName': 'Quarter', 'slug': 'quarter', 'clock': 600.0}, 'overtime': {'clock': 300.0}}",True,ACC Network,National,Atlantic Coast Conference
