game_id,team_id,team_name,team_abbreviation,player_id,player_name,position,jersey,starter,did_not_play,ejected,MIN,FG,FG_MADE,FG_ATT,FG_PCT,3PT,3PT_MADE,3PT_ATT,3PT_PCT,FT,FT_MADE,FT_ATT,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
401513337,154,Wake Forest Demon Deacons,WAKE,4596343,Demeara Hinds,Forward,25,True,False,False,27.0,6-7,6.0,7.0,85.7,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,3.0,6.0,9.0,0.0,4.0,0.0,3.0,5.0,12.0
401513337,154,Wake Forest Demon Deacons,WAKE,4433706,Olivia Summiel,Guard,20,True,False,False,40.0,4-12,4.0,12.0,33.3,3-9,3.0,9.0,33.3,2-2,2.0,2.0,100.0,1.0,8.0,9.0,5.0,1.0,4.0,3.0,1.0,13.0
401513337,154,Wake Forest Demon Deacons,WAKE,4712103,Elise Williams,Guard,21,True,False,False,39.0,4-10,4.0,10.0,40.0,2-4,2.0,4.0,50.0,0-0,0.0,0.0,0.0,2.0,5.0,7.0,3.0,2.0,1.0,5.0,2.0,10.0
401513337,154,Wake Forest Demon Deacons,WAKE,4433654,Alexandria Scruggs,Guard,32,True,False,False,37.0,3-3,3.0,3.0,100.0,0-0,0.0,0.0,0.0,1-2,1.0,2.0,50.0,1.0,3.0,4.0,2.0,0.0,2.0,1.0,3.0,7.0
401513337,154,Wake Forest Demon Deacons,WAKE,4433481,Jewel Spear,Guard,24,True,False,False,38.0,6-19,6.0,19.0,31.6,3-10,3.0,10.0,30.0,4-4,4.0,4.0,100.0,0.0,7.0,7.0,1.0,1.0,1.0,4.0,2.0,19.0
401513337,154,Wake Forest Demon Deacons,WAKE,4398862,Niyah Becker,Forward,14,False,False,False,13.0,2-5,2.0,5.0,40.0,0-1,0.0,1.0,0.0,0-2,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,4.0
401513337,154,Wake Forest Demon Deacons,WAKE,4683030,Alyssa Andrews,Guard,0,False,False,False,6.0,0-1,0.0,1.0,0.0,0-0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
401513337,154,Wake Forest Demon Deacons,WAKE,4433530,Malaya Cowles,Forward,5,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401513337,154,Wake Forest Demon Deacons,WAKE,4912216,Marta Morales Romero,Guard,13,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401513337,154,Wake Forest Demon Deacons,WAKE,5107759,Kate Deeble,Guard,12,False,True,False,,,,,,,,,,,,,,,,,,,,,,
401513337,154,Wake Forest Demon Deacons,WAKE,4691695,Raegyn Conley,Guard,11,False,True,False,,,,,,,,,,,,,,,,,,,,,,
